Unnamed: 0,Unnamed: 0.1,Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,Income,Education_Score,Age,First_Interaction,City_Type,Employer_Category,Job_Type,Event1_or_2,online_score,y
5791,5791,511458,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5792,5792,515875,0,0,0,0,0,0,0,07-Oct-04,1217,,9999.0,1,0,1
5793,5793,502088,0,0,0,0,2,1,1,07-Oct-04,2517,,9999.0,1,0,1
5794,5794,502674,1,1,1,1,0,0,1,07-Oct-04,1704,,9999.0,1,4,1
5795,5795,504572,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5796,5796,507966,0,0,0,0,0,0,0,07-Oct-04,2517,,9999.0,0,0,0
5797,5797,521562,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,1,0,1
5798,5798,486754,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5799,5799,489079,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5800,5800,502715,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,1,0,1
5801,5801,496616,0,0,0,0,0,0,0,07-Oct-04,1036,,9999.0,0,0,0
5802,5802,490362,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,1,0,1
5803,5803,510236,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5804,5804,512081,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5805,5805,510059,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5806,5806,524161,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,1,0,1
5807,5807,489148,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5808,5808,488447,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5809,5809,489308,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5810,5810,512183,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5811,5811,508091,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5812,5812,524568,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,1,0,1
5813,5813,516302,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,1,0,1
5814,5814,512977,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5815,5815,502320,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5816,5816,505816,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,1,0,1
5817,5817,487913,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,1,0,1
5818,5818,524631,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,1,0,1
5819,5819,499024,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5820,5820,521620,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,1,0,1
5821,5821,513977,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5822,5822,523738,0,0,0,0,3,1,1,07-Oct-04,1216,Education,3.0,1,0,1
5823,5823,507582,0,0,0,0,0,0,0,07-Oct-04,23384,,9999.0,0,0,0
5824,5824,485810,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5825,5825,486314,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5826,5826,521798,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5827,5827,504838,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5828,5828,507162,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5829,5829,521398,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5830,5830,507734,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5831,5831,489239,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5832,5832,512785,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5833,5833,489720,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5834,5834,517417,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5835,5835,521202,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5836,5836,506330,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5837,5837,493037,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5838,5838,511405,0,0,0,0,0,0,0,12-Oct-04,1729,,9999.0,1,0,1
5839,5839,511870,0,0,0,0,0,0,0,12-Oct-04,816,,9999.0,0,0,0
5840,5840,491043,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5841,5841,511683,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5842,5842,524981,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5843,5843,520266,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5844,5844,520418,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5845,5845,493091,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5846,5846,526235,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,1,0,1
5847,5847,517931,0,0,0,0,0,0,1,12-Oct-04,1729,Education,3.0,1,0,1
5848,5848,526288,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5849,5849,502210,0,0,0,0,0,0,1,12-Oct-04,23384,,9999.0,1,0,1
5850,5850,526511,0,0,0,0,0,0,0,12-Oct-04,23384,,9999.0,0,0,0
5851,5851,527293,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5852,5852,512185,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5853,5853,491658,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5854,5854,489828,0,0,0,0,0,0,0,15-Oct-04,1352,,9999.0,1,0,1
5855,5855,502294,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5856,5856,502780,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5857,5857,504258,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5858,5858,499259,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,1,0,1
5859,5859,496962,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5860,5860,493606,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5861,5861,503077,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5862,5862,522083,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5863,5863,498781,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5864,5864,486230,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5865,5865,516953,0,0,0,0,0,0,0,15-Oct-04,23384,,9999.0,0,0,0
5866,5866,516272,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5867,5867,513416,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5868,5868,486326,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5869,5869,523042,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5870,5870,500028,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5871,5871,494681,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5872,5872,513291,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5873,5873,521682,0,0,0,0,0,1,1,16-Oct-04,1217,,9999.0,1,0,1
5874,5874,500386,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,1,0,1
5875,5875,516865,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5876,5876,518665,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,1,0,1
5877,5877,500464,0,0,0,0,0,0,0,16-Oct-04,2662,,9999.0,1,0,1
5878,5878,498837,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5879,5879,525047,0,0,0,0,1,1,1,16-Oct-04,2662,Education,3.0,1,0,1
5880,5880,506359,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5881,5881,496215,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5882,5882,499756,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5883,5883,519893,0,0,0,0,1,0,1,16-Oct-04,1216,Software Industry,1.0,1,0,1
5884,5884,497867,0,0,0,1,0,0,1,16-Oct-04,1704,,9999.0,0,1,0
5885,5885,493399,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5886,5886,502600,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5887,5887,487763,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5888,5888,517043,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5889,5889,488704,0,0,0,0,0,0,0,16-Oct-04,1036,,9999.0,1,0,1
5890,5890,494131,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5891,5891,525690,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5892,5892,512095,0,0,0,0,0,0,0,16-Oct-04,1036,,9999.0,1,0,1
5893,5893,524992,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5894,5894,496942,0,0,0,0,0,0,0,16-Oct-04,2662,,9999.0,1,0,1
5895,5895,485793,0,1,0,1,0,0,1,16-Oct-04,1704,,9999.0,0,2,0
5896,5896,525977,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5897,5897,488391,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5898,5898,520403,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5899,5899,497941,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5900,5900,487852,0,0,0,0,0,0,1,16-Oct-04,2662,,9999.0,0,0,0
5901,5901,496140,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,1,0,1
5902,5902,493473,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5903,5903,487943,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5904,5904,498501,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,1,0,1
5905,5905,520157,0,0,0,0,0,0,0,16-Oct-04,1217,,9999.0,0,0,0
5906,5906,493342,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5907,5907,514512,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5908,5908,492523,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5909,5909,493390,0,0,0,0,0,0,0,16-Oct-04,1704,,9999.0,1,0,1
5910,5910,518269,0,0,0,0,0,0,1,16-Oct-04,23384,Others,4.0,0,0,0
5911,5911,506697,0,1,0,0,0,0,1,16-Oct-04,1729,,9999.0,0,1,0
5912,5912,491183,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5913,5913,499871,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5914,5914,489363,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,1,0,1
5915,5915,487308,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5916,5916,504208,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5917,5917,500389,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5918,5918,512716,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5919,5919,500672,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5920,5920,498906,0,0,0,0,0,0,0,16-Oct-04,1729,,9999.0,1,0,1
5921,5921,489412,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5922,5922,517684,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5923,5923,492999,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5924,5924,509689,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5925,5925,503539,0,0,0,0,0,0,0,16-Oct-04,1036,,9999.0,1,0,1
5926,5926,499770,0,0,0,0,0,0,0,16-Oct-04,1729,,9999.0,0,0,0
5927,5927,490539,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,1,0,1
5928,5928,504435,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5929,5929,496105,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5930,5930,511909,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,1,0,1
5931,5931,502971,0,0,0,0,0,0,0,16-Oct-04,1729,,9999.0,0,0,0
5932,5932,494139,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5933,5933,512719,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5934,5934,512456,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5935,5935,497767,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5936,5936,488198,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5937,5937,527718,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5938,5938,528243,0,0,0,0,0,0,0,16-Oct-04,2662,,9999.0,1,0,1
5939,5939,520446,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5940,5940,499764,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5941,5941,502508,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5942,5942,494918,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5943,5943,488184,0,0,0,0,0,0,0,16-Oct-04,2662,,9999.0,0,0,0
5944,5944,515538,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,1,0,1
5945,5945,493743,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5946,5946,517180,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5947,5947,516817,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5948,5948,513257,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5949,5949,503485,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5950,5950,501507,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,1,0,1
5951,5951,493446,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5952,5952,506571,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5953,5953,519239,0,0,0,0,0,0,0,16-Oct-04,1704,,9999.0,0,0,0
5954,5954,505994,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5955,5955,502747,0,0,0,0,0,0,0,16-Oct-04,1217,,9999.0,1,0,1
5956,5956,502325,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5957,5957,526502,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5958,5958,493803,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5959,5959,501473,0,0,0,0,0,0,0,16-Oct-04,2517,,9999.0,0,0,0
5960,5960,500217,0,0,0,0,0,0,0,16-Oct-04,2662,,9999.0,0,0,0
5961,5961,500536,0,0,0,0,0,0,0,16-Oct-04,23384,,9999.0,0,0,0
5962,5962,515415,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5963,5963,502309,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5964,5964,520685,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5965,5965,505631,0,0,0,0,0,0,0,22-Oct-04,2517,,9999.0,0,0,0
5966,5966,511872,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,1,0,1
5967,5967,510253,0,0,0,0,0,0,0,22-Oct-04,1704,,9999.0,0,0,0
5968,5968,506532,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5969,5969,489164,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5970,5970,490537,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,1,0,1
5971,5971,495932,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5972,5972,525308,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5973,5973,500259,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5974,5974,503136,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5975,5975,494027,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5976,5976,516352,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5977,5977,489200,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5978,5978,489960,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5979,5979,521176,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5980,5980,497417,0,0,0,0,0,0,0,22-Oct-04,23384,,9999.0,0,0,0
5981,5981,514010,0,0,0,0,0,0,0,24-Oct-04,1352,,9999.0,1,0,1
5982,5982,491522,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5983,5983,508883,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,1,0,1
5984,5984,495372,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5985,5985,527095,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5986,5986,491732,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5987,5987,503147,1,1,0,0,1,0,1,24-Oct-04,816,Technology,5.0,1,2,1
5988,5988,523052,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5989,5989,517782,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5990,5990,501496,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5991,5991,491944,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5992,5992,511484,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5993,5993,514652,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5994,5994,496301,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,0,0,0
5995,5995,516465,0,0,0,0,0,0,0,24-Oct-04,23384,,9999.0,1,0,1
5996,5996,489968,0,0,0,0,0,0,0,25-Oct-04,2662,,9999.0,1,0,1
5997,5997,501445,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
5998,5998,522549,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
5999,5999,525639,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6000,6000,510142,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6001,6001,521223,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
6002,6002,508542,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6003,6003,519141,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6004,6004,485973,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
6005,6005,513421,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6006,6006,490673,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6007,6007,508740,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6008,6008,523225,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6009,6009,511103,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
6010,6010,507755,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
6011,6011,493879,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
6012,6012,522329,0,0,0,1,0,0,1,25-Oct-04,1352,Technology,5.0,1,1,1
6013,6013,488666,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6014,6014,497777,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6015,6015,501442,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6016,6016,512533,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6017,6017,520547,0,0,0,0,0,0,1,25-Oct-04,1216,,9999.0,0,0,0
6018,6018,485991,0,0,0,0,0,0,1,25-Oct-04,1704,,9999.0,1,0,1
6019,6019,511517,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6020,6020,506875,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6021,6021,515822,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6022,6022,509654,0,0,0,0,0,0,1,25-Oct-04,23384,,9999.0,0,0,0
6023,6023,493519,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6024,6024,518411,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6025,6025,524517,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6026,6026,504051,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
6027,6027,505747,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6028,6028,504581,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6029,6029,528487,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6030,6030,526629,0,0,0,0,0,0,0,25-Oct-04,1036,,9999.0,0,0,0
6031,6031,486159,0,0,0,0,0,0,1,25-Oct-04,23384,,9999.0,0,0,0
6032,6032,503801,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6033,6033,497435,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
6034,6034,515654,0,0,0,0,0,0,1,25-Oct-04,1216,,9999.0,0,0,0
6035,6035,493315,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6036,6036,522865,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
6037,6037,526963,0,0,0,0,0,0,0,25-Oct-04,2517,,9999.0,1,0,1
6038,6038,486155,0,0,0,0,2,1,1,25-Oct-04,2662,Technology,5.0,1,0,1
6039,6039,501030,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6040,6040,503461,0,0,0,0,0,0,0,25-Oct-04,1729,,9999.0,0,0,0
6041,6041,518050,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6042,6042,506431,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6043,6043,525571,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6044,6044,490995,0,0,0,0,0,0,0,25-Oct-04,2662,,9999.0,1,0,1
6045,6045,487035,0,0,0,0,1,0,1,25-Oct-04,816,Consulting,6.0,1,0,1
6046,6046,488414,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6047,6047,526878,0,0,0,0,0,1,1,25-Oct-04,2662,Technology,5.0,0,0,0
6048,6048,515702,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6049,6049,487315,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6050,6050,492910,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6051,6051,497846,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6052,6052,517800,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6053,6053,524347,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
6054,6054,525825,0,0,0,0,0,0,0,25-Oct-04,1352,,9999.0,1,0,1
6055,6055,523363,0,0,0,0,0,0,0,25-Oct-04,1729,,9999.0,1,0,1
6056,6056,514409,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6057,6057,512907,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6058,6058,498173,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6059,6059,505604,0,0,0,0,0,0,0,25-Oct-04,2662,,9999.0,0,0,0
6060,6060,516648,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6061,6061,521420,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6062,6062,494874,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6063,6063,488349,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6064,6064,505652,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6065,6065,525002,1,0,1,0,5,0,1,25-Oct-04,2662,Consulting,6.0,1,2,1
6066,6066,517643,0,1,1,1,0,0,1,25-Oct-04,1704,,9999.0,0,3,0
6067,6067,520007,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6068,6068,515547,0,0,0,0,0,0,0,25-Oct-04,1216,,9999.0,0,0,0
6069,6069,501451,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6070,6070,521305,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6071,6071,510478,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6072,6072,504305,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6073,6073,497066,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6074,6074,505973,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6075,6075,486169,0,0,0,0,0,0,1,25-Oct-04,2517,,9999.0,0,0,0
6076,6076,487528,0,0,0,0,0,0,0,25-Oct-04,1352,,9999.0,1,0,1
6077,6077,494996,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6078,6078,523450,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6079,6079,497605,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6080,6080,521440,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6081,6081,521123,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6082,6082,521127,0,0,0,0,0,0,0,25-Oct-04,1704,,9999.0,1,0,1
6083,6083,522893,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6084,6084,492361,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6085,6085,502900,0,0,0,0,1,0,1,25-Oct-04,2517,Consulting,6.0,0,0,0
6086,6086,497044,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6087,6087,510100,0,0,0,0,2,0,1,25-Oct-04,2662,Software Industry,1.0,1,0,1
6088,6088,520755,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,1,0,1
6089,6089,487385,0,0,0,0,0,0,0,25-Oct-04,23384,,9999.0,0,0,0
6090,6090,518568,0,1,1,1,0,0,1,25-Oct-04,1729,,9999.0,0,3,0
6091,6091,494754,0,0,0,0,0,0,0,25-Oct-04,2662,,9999.0,1,0,1
