,Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,Income,Education_Score,Age,First_Interaction,City_Type,Employer_Category,Job_Type
7846,509659,0,1,1,1,0,0,1,08-Jan-05,1,,9999.0
7847,527203,0,0,0,0,0,0,0,08-Jan-05,0,,9999.0
7848,517903,0,0,0,0,0,0,0,08-Jan-05,0,,9999.0
7849,517276,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7850,511865,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7851,515436,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7852,520919,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7853,522364,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7854,508998,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7855,511287,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7856,506905,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7857,501944,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7858,502010,0,0,0,0,0,0,0,09-Jan-05,1,,9999.0
7859,512037,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7860,514887,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7861,504463,0,0,0,0,0,0,1,09-Jan-05,0,,9999.0
7862,520067,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7863,504325,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7864,486516,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7865,501811,0,0,0,0,0,0,1,09-Jan-05,0,,9999.0
7866,495630,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7867,493852,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7868,512520,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7869,507526,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7870,520505,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7871,509325,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7872,528437,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7873,513948,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7874,504815,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7875,492189,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7876,516776,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7877,487073,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7878,501106,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7879,485760,0,0,0,0,0,0,1,09-Jan-05,1,,9999.0
7880,495391,0,0,0,0,0,0,0,09-Jan-05,0,,9999.0
7881,495885,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7882,510650,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7883,512171,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7884,528644,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7885,490855,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7886,521279,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7887,512176,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7888,503346,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7889,513186,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7890,487746,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7891,517175,0,0,0,1,0,0,1,11-Jan-05,0,,9999.0
7892,491177,0,1,0,0,2,0,1,11-Jan-05,1,BFSI,2.0
7893,503614,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7894,516226,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7895,490500,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7896,519102,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7897,501100,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7898,508533,0,0,0,0,2,0,1,11-Jan-05,1,Software Industry,1.0
7899,515577,0,0,0,0,0,0,0,11-Jan-05,1,,9999.0
7900,492192,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7901,519286,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7902,502616,0,0,0,0,0,0,1,11-Jan-05,1,Technology,5.0
7903,493385,0,0,0,0,3,1,1,11-Jan-05,1,Consulting,6.0
7904,519844,0,0,0,0,0,0,1,11-Jan-05,1,,9999.0
7905,502534,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7906,505465,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7907,500554,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7908,512087,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7909,525835,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7910,504718,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7911,520199,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7912,487273,0,1,0,1,2,0,1,11-Jan-05,1,Consulting,6.0
7913,490006,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7914,485881,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7915,497617,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7916,488888,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7917,506438,1,1,1,1,2,0,1,11-Jan-05,1,Others,4.0
7918,490248,0,0,0,0,0,0,1,11-Jan-05,1,,9999.0
7919,496976,0,0,0,0,0,0,1,11-Jan-05,1,,9999.0
7920,487253,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7921,527059,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7922,493083,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7923,522586,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7924,485796,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7925,505327,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7926,512513,0,1,0,1,0,0,1,11-Jan-05,1,,9999.0
7927,515835,0,0,0,0,0,0,1,11-Jan-05,1,,9999.0
7928,528296,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7929,486919,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7930,524642,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7931,524424,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7932,527782,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7933,501670,0,0,0,0,2,0,1,11-Jan-05,1,Others,4.0
7934,510605,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7935,491230,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7936,523862,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7937,518512,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7938,495349,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7939,514713,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7940,487938,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7941,491098,0,0,0,0,0,0,0,11-Jan-05,1,,9999.0
7942,489419,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7943,507496,0,0,0,0,1,0,1,11-Jan-05,1,Others,4.0
7944,509506,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7945,492954,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7946,499660,0,0,0,1,1,0,1,11-Jan-05,1,Telecom,13.0
7947,491989,0,0,0,0,0,0,0,11-Jan-05,1,,9999.0
7948,488321,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7949,499209,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7950,506957,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7951,514197,0,0,0,0,0,0,0,11-Jan-05,0,,9999.0
7952,486835,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7953,508568,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7954,504375,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7955,494264,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7956,503935,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7957,490305,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7958,519180,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7959,509174,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7960,521701,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7961,519687,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7962,515899,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7963,498385,0,0,0,0,0,0,0,12-Jan-05,1,,9999.0
7964,502966,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7965,515398,0,0,0,0,0,0,1,12-Jan-05,1,Others,4.0
7966,486029,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7967,498125,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7968,519019,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7969,519591,0,0,0,0,3,0,1,12-Jan-05,1,Consulting,6.0
7970,517867,0,0,0,0,0,0,0,12-Jan-05,1,,9999.0
7971,527620,0,0,0,1,2,0,1,12-Jan-05,1,Software Industry,1.0
7972,494801,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7973,498989,0,0,0,0,0,0,0,12-Jan-05,1,,9999.0
7974,516683,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7975,528611,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7976,500535,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7977,515979,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7978,500827,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7979,501063,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7980,522119,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7981,526591,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7982,491270,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7983,486237,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7984,512660,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7985,514417,0,0,0,0,0,0,0,12-Jan-05,1,,9999.0
7986,526025,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7987,526739,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7988,488747,0,0,0,0,0,0,0,12-Jan-05,1,,9999.0
7989,496789,0,0,0,0,0,0,1,12-Jan-05,0,,9999.0
7990,512916,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7991,506917,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7992,500399,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7993,493276,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7994,520591,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7995,505728,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7996,509100,0,1,0,1,0,0,1,12-Jan-05,1,Technology,5.0
7997,494609,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7998,528170,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
7999,486894,0,0,0,0,2,1,1,12-Jan-05,1,Health,8.0
8000,506047,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8001,512793,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8002,527297,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8003,489173,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8004,515476,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8005,506828,0,0,0,0,2,0,1,12-Jan-05,1,Consulting,6.0
8006,518701,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8007,527086,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8008,491287,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8009,523989,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8010,491963,0,0,0,0,0,0,0,12-Jan-05,1,,9999.0
8011,510438,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8012,501905,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8013,501521,0,0,0,0,2,0,1,12-Jan-05,1,,9999.0
8014,490148,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8015,516566,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8016,521910,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8017,520868,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8018,493571,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8019,500537,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8020,505647,0,1,0,0,0,0,1,12-Jan-05,1,,9999.0
8021,511704,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8022,508089,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8023,528398,1,1,0,0,1,0,1,12-Jan-05,1,Technology,5.0
8024,510001,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8025,493291,0,0,0,0,0,0,0,12-Jan-05,0,,9999.0
8026,502232,0,0,0,0,0,0,1,12-Jan-05,1,,9999.0
8027,524669,0,0,1,0,0,0,1,12-Jan-05,1,Consulting,6.0
8028,492719,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8029,526112,0,0,0,0,3,1,1,13-Jan-05,1,Consulting,6.0
8030,491423,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8031,487607,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8032,487641,0,0,0,0,0,0,1,13-Jan-05,1,,9999.0
8033,502576,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8034,523752,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8035,496613,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8036,509902,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8037,516710,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8038,496935,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8039,507104,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8040,504880,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8041,498540,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8042,500539,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8043,518561,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8044,491849,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8045,498422,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8046,494365,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8047,490209,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8048,516780,0,0,0,0,0,0,1,13-Jan-05,1,,9999.0
8049,512859,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8050,490343,0,0,0,0,0,0,0,13-Jan-05,0,,9999.0
8051,520215,0,1,0,1,0,0,1,13-Jan-05,1,,9999.0
8052,527600,0,0,0,0,2,0,1,14-Jan-05,1,Consulting,6.0
8053,528509,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8054,521495,0,0,0,0,0,0,1,14-Jan-05,1,,9999.0
8055,502680,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8056,498432,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8057,515042,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8058,512144,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8059,497144,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8060,515009,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8061,509373,0,1,0,1,1,0,1,14-Jan-05,1,Manufacturing,7.0
8062,488690,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8063,495920,0,0,0,0,1,0,1,14-Jan-05,1,Technology,5.0
8064,515561,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8065,525536,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8066,514645,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8067,486807,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8068,514037,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8069,516842,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8070,491247,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8071,523423,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8072,505303,0,0,0,0,2,0,1,14-Jan-05,1,Software Industry,1.0
8073,513971,0,0,0,0,0,0,0,14-Jan-05,1,,9999.0
8074,494937,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8075,524461,0,1,0,0,2,1,1,14-Jan-05,1,Software Industry,1.0
8076,513249,0,0,0,0,0,0,0,14-Jan-05,1,,9999.0
8077,517108,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8078,491772,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8079,523158,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8080,487000,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8081,513413,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8082,486194,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8083,488091,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8084,516696,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8085,522554,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8086,494110,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8087,496719,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8088,524643,0,0,0,0,0,0,0,14-Jan-05,1,,9999.0
8089,488479,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8090,500866,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8091,517323,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8092,523301,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8093,505873,0,0,0,0,1,0,1,14-Jan-05,1,BFSI,2.0
8094,512787,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8095,500890,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8096,492653,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8097,500124,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8098,525175,0,0,0,0,0,0,0,14-Jan-05,0,,9999.0
8099,515205,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8100,495229,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8101,510748,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8102,513645,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8103,501130,0,0,0,0,0,0,1,15-Jan-05,1,,9999.0
8104,514049,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8105,525390,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8106,510768,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8107,522060,0,0,0,0,0,1,1,15-Jan-05,1,,9999.0
8108,506130,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8109,497953,0,0,0,0,0,0,1,15-Jan-05,0,,9999.0
8110,492238,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8111,524580,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8112,493313,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8113,502072,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8114,527940,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8115,508320,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8116,493312,0,1,0,0,2,0,1,15-Jan-05,1,,9999.0
8117,523125,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8118,497817,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8119,493974,0,0,0,0,2,0,1,15-Jan-05,1,Consulting,6.0
8120,511345,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8121,512943,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8122,498822,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8123,525744,0,0,0,0,0,0,1,15-Jan-05,1,,9999.0
8124,505554,0,1,0,0,1,0,1,15-Jan-05,1,Consulting,6.0
8125,521853,0,0,0,0,0,0,0,15-Jan-05,1,,9999.0
8126,507643,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8127,524145,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8128,487137,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8129,521738,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8130,504299,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8131,506031,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8132,505071,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8133,495731,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8134,494985,0,0,0,0,1,0,1,15-Jan-05,1,BFSI,2.0
8135,511478,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8136,520206,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8137,491942,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8138,491888,0,0,0,0,0,0,1,15-Jan-05,1,,9999.0
8139,527580,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8140,507810,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8141,517654,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8142,489736,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8143,503999,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8144,517240,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8145,508206,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8146,493305,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8147,517440,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8148,505023,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8149,514650,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8150,508733,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8151,494641,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8152,500724,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8153,516160,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8154,510255,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8155,492066,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8156,524738,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8157,492370,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8158,522601,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8159,527748,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8160,504044,1,1,0,1,1,0,1,15-Jan-05,1,,9999.0
8161,519139,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8162,503964,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8163,512071,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8164,527399,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8165,524662,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8166,506142,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8167,494133,0,1,0,0,0,0,1,15-Jan-05,1,Technology,5.0
8168,499153,0,0,0,0,1,0,1,15-Jan-05,1,,9999.0
8169,486888,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8170,513005,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8171,502537,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8172,508146,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8173,511047,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8174,499523,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8175,506635,0,0,0,0,0,0,0,15-Jan-05,1,,9999.0
8176,504775,0,0,0,0,0,0,0,15-Jan-05,1,,9999.0
8177,494287,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8178,520715,0,0,0,0,2,1,1,15-Jan-05,1,BFSI,2.0
8179,500543,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8180,513628,0,0,0,0,0,0,1,15-Jan-05,0,BFSI,2.0
8181,489285,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8182,498336,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8183,522817,0,0,0,1,0,0,1,15-Jan-05,1,,9999.0
8184,494364,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8185,501381,0,0,0,0,0,0,1,15-Jan-05,1,,9999.0
8186,511603,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8187,525519,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8188,494217,0,0,0,0,0,0,1,15-Jan-05,0,,9999.0
8189,497865,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8190,521045,0,0,0,0,0,0,1,15-Jan-05,0,,9999.0
8191,528060,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8192,519203,0,0,0,0,0,0,0,15-Jan-05,1,,9999.0
8193,495401,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8194,523483,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8195,506943,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8196,503270,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8197,487926,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8198,506430,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8199,516619,0,0,0,0,0,0,1,15-Jan-05,1,,9999.0
8200,503409,0,0,0,0,1,0,1,15-Jan-05,1,Consulting,6.0
8201,511084,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8202,516715,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8203,496335,0,0,0,0,1,0,1,15-Jan-05,1,Consulting,6.0
8204,515037,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8205,521922,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8206,515831,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8207,516075,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8208,493049,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8209,490269,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8210,497067,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8211,494495,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8212,515010,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8213,509099,0,0,0,0,0,0,1,15-Jan-05,0,,9999.0
8214,513311,0,0,0,0,1,0,1,15-Jan-05,1,Consulting,6.0
8215,515167,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8216,501456,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8217,501318,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8218,499266,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8219,508937,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8220,501380,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8221,524554,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8222,499874,0,0,0,0,0,0,0,15-Jan-05,1,,9999.0
8223,511356,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8224,515710,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8225,503274,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8226,516356,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8227,505219,0,0,0,0,0,0,0,15-Jan-05,0,,9999.0
8228,516684,0,0,0,0,1,0,1,15-Jan-05,1,Consulting,6.0
8229,488434,0,0,0,0,0,0,0,15-Jan-05,1,,9999.0
