,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,Income,Education_Score,Age,First_Interaction,City_Type,Employer_Category,Job_Type,Event1_or_2,Education_Score2,Education_Scorez,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,9999.0
12292,12292,12292,12292,498010,0,0,0,0,0,0,0,18-Oct-04,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12293,12293,12293,12293,526792,0,0,0,0,0,0,0,10-Jun-05,A,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12294,12294,12294,12294,487193,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12295,12295,12295,12295,496933,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12296,12296,12296,12296,503462,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12297,12297,12297,12297,517693,0,0,0,0,0,0,0,10-Jun-05,I,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12298,12298,12298,12298,504198,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12299,12299,12299,12299,524810,0,0,0,0,0,0,0,10-Jun-05,F,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12300,12300,12300,12300,516502,0,0,0,0,0,0,0,10-Jun-05,B,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12301,12301,12301,12301,488750,0,0,0,0,0,0,1,10-Jun-05,B,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12302,12302,12302,12302,501791,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12303,12303,12303,12303,509842,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12304,12304,12304,12304,487023,0,0,0,0,2,1,0,10-Jun-05,B,Consulting,6.0,1,84.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12305,12305,12305,12305,502194,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12306,12306,12306,12306,489930,0,0,0,0,0,0,0,10-Jun-05,E,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12307,12307,12307,12307,527884,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12308,12308,12308,12308,511503,0,0,0,0,0,0,0,10-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12309,12309,12309,12309,487813,0,0,0,0,0,0,0,10-Jun-05,I,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12310,12310,12310,12310,502553,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12311,12311,12311,12311,493338,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12312,12312,12312,12312,526547,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12313,12313,12313,12313,522381,0,0,0,0,0,0,0,10-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12314,12314,12314,12314,508856,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12315,12315,12315,12315,521332,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12316,12316,12316,12316,513739,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12317,12317,12317,12317,494426,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12318,12318,12318,12318,508431,0,0,0,0,0,0,0,10-Jun-05,I,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12319,12319,12319,12319,503434,0,0,0,0,0,0,0,10-Jun-05,C,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12320,12320,12320,12320,487036,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12321,12321,12321,12321,505261,0,0,0,0,0,0,0,10-Jun-05,B,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12322,12322,12322,12322,499617,0,0,0,0,0,0,0,10-Jun-05,A,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12323,12323,12323,12323,519766,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12324,12324,12324,12324,488209,0,0,0,0,0,0,0,10-Jun-05,B,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12325,12325,12325,12325,521378,0,0,0,0,0,0,0,10-Jun-05,B,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12326,12326,12326,12326,487856,0,0,0,0,0,0,0,10-Jun-05,C,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12327,12327,12327,12327,518049,0,0,0,0,0,0,0,10-Jun-05,C,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12328,12328,12328,12328,492475,0,0,0,0,0,0,0,10-Jun-05,D,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12329,12329,12329,12329,491892,0,0,0,0,0,0,0,10-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12330,12330,12330,12330,524504,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12331,12331,12331,12331,518267,0,0,0,0,0,0,0,10-Jun-05,G,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12332,12332,12332,12332,507194,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12333,12333,12333,12333,505087,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12334,12334,12334,12334,511470,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12335,12335,12335,12335,512644,0,0,0,0,0,0,0,10-Jun-05,E,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12336,12336,12336,12336,520595,0,0,0,0,0,0,0,10-Jun-05,G,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12337,12337,12337,12337,518745,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12338,12338,12338,12338,525350,0,0,0,0,0,0,0,10-Jun-05,C,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12339,12339,12339,12339,511039,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12340,12340,12340,12340,517081,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12341,12341,12341,12341,497452,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12342,12342,12342,12342,512491,0,0,0,0,0,0,0,10-Jun-05,D,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12343,12343,12343,12343,487422,0,0,0,0,0,0,0,10-Jun-05,I,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12344,12344,12344,12344,506371,0,0,0,0,0,0,0,10-Jun-05,E,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12345,12345,12345,12345,495250,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12346,12346,12346,12346,498884,0,0,0,0,0,0,0,10-Jun-05,E,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12347,12347,12347,12347,496969,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12348,12348,12348,12348,525868,0,0,0,0,2,1,1,10-Jun-05,D,Software Industry,1.0,1,80.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12349,12349,12349,12349,494223,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12350,12350,12350,12350,506146,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12351,12351,12351,12351,494444,0,0,0,0,0,0,0,10-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12352,12352,12352,12352,518755,0,0,0,0,0,0,0,11-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12353,12353,12353,12353,505983,0,1,0,1,0,0,1,11-Jun-05,I,Consulting,6.0,0,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12354,12354,12354,12354,491501,0,0,0,0,0,0,0,11-Jun-05,H,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12355,12355,12355,12355,492416,0,0,0,0,0,0,0,11-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12356,12356,12356,12356,490169,0,0,0,0,0,0,0,11-Jun-05,C,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12357,12357,12357,12357,524140,0,0,0,0,0,0,0,11-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12358,12358,12358,12358,490487,0,0,0,0,0,0,0,11-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12359,12359,12359,12359,525224,0,0,0,0,0,0,0,11-Jun-05,D,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12360,12360,12360,12360,487357,0,0,0,0,0,0,0,11-Jun-05,I,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12361,12361,12361,12361,500435,0,0,0,0,0,0,0,11-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12362,12362,12362,12362,494112,0,0,0,0,2,1,1,11-Jun-05,B,Consulting,6.0,0,62.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12363,12363,12363,12363,500627,0,0,0,0,0,0,0,11-Jun-05,D,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12364,12364,12364,12364,497257,0,0,0,0,0,0,0,11-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12365,12365,12365,12365,525306,0,0,0,0,0,0,0,11-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12366,12366,12366,12366,496345,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12367,12367,12367,12367,497517,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12368,12368,12368,12368,512156,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12369,12369,12369,12369,527094,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12370,12370,12370,12370,494581,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12371,12371,12371,12371,492378,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12372,12372,12372,12372,523962,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12373,12373,12373,12373,509022,0,0,0,0,0,0,0,12-Jun-05,E,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12374,12374,12374,12374,522431,0,0,0,0,0,0,0,12-Jun-05,D,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12375,12375,12375,12375,510651,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12376,12376,12376,12376,487176,0,0,0,0,2,1,1,12-Jun-05,B,Consulting,6.0,0,85.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12377,12377,12377,12377,513597,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12378,12378,12378,12378,494975,0,0,0,0,0,0,0,12-Jun-05,D,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12379,12379,12379,12379,517421,0,0,0,0,0,0,0,12-Jun-05,I,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12380,12380,12380,12380,487427,0,0,0,0,0,0,0,12-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12381,12381,12381,12381,522990,0,0,0,0,6,1,1,12-Jun-05,B,Technology,5.0,0,92.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12382,12382,12382,12382,502477,0,0,0,0,0,0,0,12-Jun-05,I,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12383,12383,12383,12383,487969,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12384,12384,12384,12384,527389,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12385,12385,12385,12385,497628,0,0,0,0,0,0,0,12-Jun-05,C,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12386,12386,12386,12386,522517,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12387,12387,12387,12387,486779,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12388,12388,12388,12388,494766,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12389,12389,12389,12389,509559,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12390,12390,12390,12390,494806,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12391,12391,12391,12391,512250,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12392,12392,12392,12392,527219,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12393,12393,12393,12393,518253,0,0,0,0,0,0,0,12-Jun-05,I,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12394,12394,12394,12394,515539,0,0,0,0,2,1,1,12-Jun-05,H,Consulting,6.0,0,74.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12395,12395,12395,12395,501117,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12396,12396,12396,12396,497852,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12397,12397,12397,12397,525200,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12398,12398,12398,12398,512849,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12399,12399,12399,12399,505761,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12400,12400,12400,12400,502200,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12401,12401,12401,12401,493245,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12402,12402,12402,12402,498577,0,0,0,0,2,1,1,12-Jun-05,H,Technology,5.0,0,93.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12403,12403,12403,12403,525360,0,0,0,0,0,0,0,12-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12404,12404,12404,12404,525562,0,0,0,0,0,0,0,12-Jun-05,D,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12405,12405,12405,12405,528380,0,0,0,0,0,0,0,12-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12406,12406,12406,12406,520002,0,0,0,0,0,0,0,12-Jun-05,I,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12407,12407,12407,12407,521915,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12408,12408,12408,12408,487931,0,0,0,0,0,0,0,12-Jun-05,H,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12409,12409,12409,12409,489558,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12410,12410,12410,12410,502470,0,0,0,0,0,0,0,12-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12411,12411,12411,12411,523868,0,0,0,0,0,0,0,12-Jun-05,D,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12412,12412,12412,12412,514177,0,0,0,0,0,0,0,13-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12413,12413,12413,12413,513655,0,0,0,0,0,0,0,13-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12414,12414,12414,12414,524172,0,0,0,0,0,0,0,13-Jun-05,H,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12415,12415,12415,12415,513658,0,0,0,0,0,0,0,13-Jun-05,I,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12416,12416,12416,12416,506169,0,0,0,0,1,1,1,13-Jun-05,B,Software Industry,1.0,0,71.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12417,12417,12417,12417,489841,0,0,0,0,0,0,0,13-Jun-05,B,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12418,12418,12418,12418,513398,0,0,0,0,0,0,0,13-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12419,12419,12419,12419,491951,0,0,0,0,0,0,0,13-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12420,12420,12420,12420,511151,0,0,0,0,0,0,0,13-Jun-05,G,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12421,12421,12421,12421,504990,1,1,1,0,0,0,1,13-Jun-05,A,Software Industry,1.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12422,12422,12422,12422,517301,0,0,0,0,0,0,0,13-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12423,12423,12423,12423,501870,0,0,0,0,0,0,0,13-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12424,12424,12424,12424,495187,0,0,0,0,0,0,0,13-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12425,12425,12425,12425,518274,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12426,12426,12426,12426,498464,0,0,0,0,0,0,0,14-Jun-05,E,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12427,12427,12427,12427,493505,0,0,0,0,2,1,0,14-Jun-05,D,Telecom,13.0,1,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12428,12428,12428,12428,527417,0,0,0,0,0,0,0,14-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12429,12429,12429,12429,496188,0,0,0,0,0,0,0,14-Jun-05,C,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12430,12430,12430,12430,497371,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12431,12431,12431,12431,488440,0,0,0,0,0,0,0,14-Jun-05,E,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12432,12432,12432,12432,519539,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12433,12433,12433,12433,520136,0,0,0,0,0,0,0,14-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12434,12434,12434,12434,505207,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12435,12435,12435,12435,491076,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12436,12436,12436,12436,492014,0,0,0,0,1,1,1,14-Jun-05,G,Food,12.0,0,73.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12437,12437,12437,12437,496689,0,0,0,0,0,0,1,14-Jun-05,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12438,12438,12438,12438,502177,0,0,0,0,0,0,0,14-Jun-05,C,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12439,12439,12439,12439,490291,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12440,12440,12440,12440,517505,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12441,12441,12441,12441,491241,0,0,0,0,0,0,1,14-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12442,12442,12442,12442,503958,0,0,0,0,0,0,0,14-Jun-05,C,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12443,12443,12443,12443,504828,0,0,0,0,2,1,1,14-Jun-05,E,Technology,5.0,1,78.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12444,12444,12444,12444,513738,0,0,0,0,0,0,0,14-Jun-05,D,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12445,12445,12445,12445,511137,0,0,0,0,2,1,1,14-Jun-05,E,Technology,5.0,0,90.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12446,12446,12446,12446,495452,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12447,12447,12447,12447,491206,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12448,12448,12448,12448,521986,0,0,0,0,0,0,0,14-Jun-05,H,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12449,12449,12449,12449,524183,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12450,12450,12450,12450,503357,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12451,12451,12451,12451,522605,0,0,0,0,2,1,1,14-Jun-05,I,Software Industry,1.0,1,71.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12452,12452,12452,12452,518457,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12453,12453,12453,12453,520704,0,0,0,0,0,0,0,14-Jun-05,D,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12454,12454,12454,12454,525345,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12455,12455,12455,12455,495066,0,0,0,0,0,0,0,14-Jun-05,C,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12456,12456,12456,12456,521235,0,0,0,0,0,0,0,14-Jun-05,H,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12457,12457,12457,12457,528643,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12458,12458,12458,12458,504094,0,0,0,0,3,1,1,14-Jun-05,C,Technology,5.0,1,83.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12459,12459,12459,12459,486144,0,0,0,0,0,0,0,14-Jun-05,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
